,store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time,fte,change_fte
574,381.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,15.0,15.0,5.0,5.05,8.0,0.47,2.0,6.5,16.5,1.37,1.16,1.16,4.0,2.0,1.0,22.5,2.5
164,381.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,4.0,5.0,13.0,0.5,2.0,6.5,16.5,1.27,1.17,1.1,4.0,2.0,0.0,20.0,
790,383.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,5.05,26.0,0.38,1.0,7.0,16.0,1.16,1.01,1.05,2.0,2.0,1.0,8.0,0.0
380,383.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,4.0,2.0,4.5,26.0,0.25,1.0,7.0,16.0,1.15,0.95,0.95,2.0,2.0,0.0,8.0,
791,384.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,30.0,3.0,5.05,26.0,0.1,3.0,7.0,16.0,1.05,1.05,0.89,3.0,2.0,1.0,15.0,
381,384.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,3.0,4.65,26.0,0.25,2.0,7.0,16.0,1.06,0.95,0.95,3.0,2.0,0.0,,
792,385.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,15.0,14.0,3.0,5.05,28.0,0.1,2.0,7.0,17.0,1.16,1.22,0.41,3.0,3.0,1.0,22.0,-1.0
382,385.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16.0,14.0,3.0,4.25,,0.15,1.0,7.0,17.0,,,,3.0,2.0,0.0,23.0,
793,386.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,14.0,10.0,4.0,5.05,26.0,0.25,1.0,7.0,17.0,1.05,0.95,0.95,4.0,2.0,1.0,19.0,9.5
383,386.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,4.25,39.0,0.25,1.0,7.0,17.0,1.06,0.95,0.95,3.0,2.0,0.0,9.5,
384,391.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,5.0,2.0,4.25,6.0,0.12,2.0,11.0,10.0,1.06,1.06,2.66,3.0,3.0,0.0,17.5,
794,391.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,7.0,2.0,5.05,,,2.0,11.0,10.0,1.05,1.05,2.64,4.0,3.0,1.0,15.5,-2.0
795,393.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,4.0,3.0,5.25,13.0,0.25,1.0,11.0,11.0,1.16,1.26,2.75,3.0,2.0,1.0,20.0,11.0
385,393.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,10.0,3.0,4.62,2.0,0.25,2.0,11.0,11.0,1.17,1.27,2.77,3.0,2.0,0.0,9.0,
796,396.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.0,30.0,3.0,5.4,26.0,0.1,2.0,7.0,16.0,1.11,1.05,1.05,5.0,3.0,1.0,23.0,-9.0
386,396.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,16.0,4.0,4.87,9.0,0.37,2.0,6.0,17.0,1.27,1.07,2.13,5.0,3.0,0.0,32.0,
797,397.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,15.0,3.0,5.05,52.0,0.24,2.0,6.0,17.0,1.17,1.06,2.11,4.0,3.0,1.0,13.5,-4.5
387,397.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,28.0,3.0,4.25,52.0,0.62,2.0,6.0,17.0,1.12,1.02,1.06,4.0,3.0,0.0,18.0,
388,398.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,13.0,4.0,4.75,13.0,0.15,2.0,6.0,17.0,1.12,1.06,1.06,5.0,4.0,0.0,20.5,
798,398.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,25.0,15.0,3.0,5.05,28.0,,2.0,6.0,17.0,1.11,1.06,1.05,5.0,3.0,1.0,32.5,12.0
799,399.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,18.0,18.0,4.0,5.05,26.0,0.23,2.0,7.0,16.0,1.26,1.08,1.05,7.0,4.0,1.0,27.0,10.0
389,399.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,8.0,3.0,4.87,18.0,0.3,2.0,6.0,17.0,1.27,1.04,1.12,7.0,3.0,0.0,17.0,
800,400.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.0,24.0,3.0,5.05,41.0,0.15,2.0,7.0,16.0,1.17,1.01,1.05,5.0,3.0,1.0,20.0,-3.5
390,400.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,15.0,3.0,4.5,39.0,0.5,3.0,6.0,17.0,1.2,1.06,1.06,5.0,5.0,0.0,23.5,
801,401.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,27.0,4.0,5.05,26.0,0.15,2.0,6.0,16.0,1.12,1.05,1.05,6.0,4.0,1.0,18.5,7.5
391,401.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,4.25,13.0,0.17,2.0,7.0,16.0,1.12,1.02,1.02,6.0,4.0,0.0,11.0,
392,402.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,10.0,3.0,4.75,26.0,0.25,2.0,6.0,16.0,1.12,1.02,1.06,4.0,2.0,0.0,16.0,
802,402.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,17.0,5.0,2.0,5.05,26.0,0.13,2.0,7.0,15.0,1.11,1.05,1.05,4.0,1.0,1.0,19.5,3.5
575,403.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,23.0,3.0,5.05,13.0,,2.0,7.0,16.0,1.11,1.06,1.05,4.0,4.0,1.0,22.5,-6.0
165,403.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,31.0,,5.05,26.0,0.15,2.0,6.0,18.0,1.09,1.12,1.06,5.0,4.0,0.0,28.5,
803,405.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.5,15.0,3.0,5.05,26.0,0.15,2.0,7.0,16.0,1.12,1.01,1.05,6.0,3.0,1.0,9.0,-5.5
393,405.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,17.0,3.0,4.32,26.0,0.12,2.0,6.0,17.0,1.12,1.02,1.06,7.0,4.0,0.0,14.5,
166,406.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,35.0,4.0,5.0,,0.32,1.0,10.5,11.5,1.02,,2.14,2.0,2.0,0.0,29.5,
576,406.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,17.0,22.0,4.0,5.5,13.0,,1.0,10.5,12.5,0.84,0.94,1.99,2.0,2.0,1.0,28.0,-1.5
577,407.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.0,7.0,3.0,5.5,26.0,0.15,2.0,11.0,10.5,1.05,1.16,2.32,1.0,1.0,1.0,11.5,1.5
167,407.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,10.0,2.0,5.75,26.0,0.15,2.0,11.0,10.5,1.17,1.17,1.38,1.0,1.0,0.0,10.0,
451,408.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,14.0,3.0,4.25,4.0,0.3,1.0,11.0,11.0,0.95,0.84,2.53,4.0,3.0,1.0,8.0,0.0
41,408.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,3.0,4.75,52.0,0.12,3.0,11.0,10.0,0.95,0.74,2.33,4.0,3.0,0.0,8.0,
578,409.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,3.0,5.05,,,1.0,7.0,15.0,1.09,1.04,1.01,3.0,3.0,1.0,7.5,-25.5
168,409.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,60.0,2.0,5.0,39.0,,1.0,7.0,15.0,1.19,0.87,0.95,3.0,3.0,0.0,33.0,
804,410.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,35.0,3.0,5.05,26.0,0.1,2.0,7.0,16.0,1.19,0.98,1.01,4.0,3.0,1.0,17.5,0.0
394,410.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,4.25,26.0,0.1,3.0,7.0,16.0,1.04,1.12,1.02,4.0,3.0,0.0,17.5,
805,411.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,36.0,3.0,5.05,4.0,0.13,2.0,7.0,16.0,1.15,1.01,1.01,5.0,4.0,1.0,22.0,4.0
395,411.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,36.0,3.0,4.5,26.0,0.1,2.0,7.0,16.0,1.16,1.02,1.09,5.0,4.0,0.0,18.0,
806,412.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,13.0,2.0,5.05,,,1.0,11.0,11.0,1.15,1.05,2.64,5.0,3.0,1.0,6.5,-2.0
396,412.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,4.5,,0.37,1.0,11.0,11.0,1.06,1.02,2.34,5.0,2.0,0.0,8.5,
397,413.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,4.25,9.0,0.5,1.0,6.0,17.0,1.12,1.02,1.06,4.0,3.0,0.0,18.0,
807,413.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,20.0,3.0,5.05,26.0,0.13,1.0,7.0,17.0,1.11,1.01,1.05,4.0,2.0,1.0,10.0,-8.0
398,414.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,4.25,26.0,,1.0,7.0,16.0,1.06,0.95,1.11,4.0,2.0,0.0,18.0,
808,414.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,13.0,9.0,4.0,5.05,26.0,0.38,3.0,7.0,16.0,1.15,0.95,1.13,4.0,3.0,1.0,17.5,-0.5
399,415.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,32.0,5.0,4.25,9.0,,2.0,7.0,16.0,1.06,0.91,0.98,5.0,3.0,0.0,24.0,
809,415.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,38.0,4.0,5.05,52.0,,2.0,7.0,16.0,1.05,0.9,1.04,4.0,2.0,1.0,19.0,-5.0
400,417.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,28.0,3.0,4.25,13.0,0.2,2.0,7.0,16.0,1.05,0.94,1.07,4.0,4.0,0.0,18.0,
810,417.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,13.0,17.0,4.0,5.05,26.0,0.15,3.0,7.0,16.0,1.11,1.09,1.0,3.0,2.0,1.0,21.5,3.5
401,418.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,30.0,15.0,4.0,4.25,26.0,0.1,2.0,8.0,15.0,1.02,1.01,0.52,4.0,3.0,0.0,37.5,
811,418.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,35.0,4.0,5.05,26.0,0.15,2.0,7.0,16.0,1.03,0.9,0.59,3.0,3.0,1.0,17.5,-20.0
812,419.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,2.0,5.05,,,1.0,11.0,11.0,1.05,0.84,2.53,4.0,3.0,1.0,7.5,-0.5
402,419.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,10.0,4.0,4.25,,0.5,2.0,11.0,11.0,1.06,0.85,2.34,4.0,4.0,0.0,8.0,
813,421.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,7.0,8.0,5.05,4.0,1.0,2.0,10.5,13.0,1.05,0.84,2.32,4.0,2.0,1.0,28.5,3.5
403,421.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,20.0,10.0,8.0,4.62,4.0,0.37,2.0,10.5,13.0,1.06,0.85,2.34,4.0,2.0,0.0,25.0,
814,422.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,10.0,6.0,5.05,,,1.0,11.0,11.0,1.01,0.84,2.32,4.0,4.0,1.0,10.0,6.5
404,422.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,4.75,,0.25,2.0,10.0,11.0,1.06,0.85,2.34,4.0,2.0,0.0,3.5,
405,423.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,10.0,2.0,4.95,13.0,0.5,1.0,11.0,12.0,1.06,0.85,2.34,3.0,2.0,0.0,7.0,
815,423.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,3.5,3.0,5.25,13.0,0.5,1.0,11.0,11.0,1.05,0.84,2.32,3.0,2.0,1.0,20.75,13.75
406,424.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,6.5,3.0,4.75,13.0,0.25,1.0,11.0,11.0,1.06,0.85,2.34,5.0,3.0,0.0,6.75,
816,424.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,3.0,4.0,5.25,19.0,0.5,1.0,11.0,14.0,1.05,0.94,2.32,5.0,3.0,1.0,13.5,6.75
407,426.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,33.0,5.0,4.25,26.0,0.15,2.0,5.0,19.0,1.18,1.02,1.06,5.0,3.0,0.0,19.5,
817,426.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,25.0,3.0,5.05,19.0,0.25,2.0,6.0,18.0,1.11,1.05,1.05,6.0,5.0,1.0,17.5,-2.0
818,427.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,35.0,3.0,5.05,,,2.0,10.5,12.5,1.11,1.09,2.07,2.0,2.0,1.0,17.5,6.5
408,427.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,8.0,3.0,4.75,13.0,0.1,2.0,10.5,12.5,1.06,0.98,2.03,2.0,2.0,0.0,11.0,
409,428.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,33.0,3.0,4.62,13.0,0.12,2.0,10.5,12.5,1.06,0.98,1.06,2.0,2.0,0.0,16.5,
819,428.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.0,24.0,3.0,5.14,13.0,0.1,2.0,10.5,12.5,1.05,0.89,2.11,2.0,2.0,1.0,22.0,5.5
42,430.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,25.0,4.0,4.25,13.0,0.15,2.0,7.0,15.0,0.95,0.75,0.8,3.0,3.0,0.0,32.5,
452,430.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,48.0,3.0,4.25,26.0,0.13,2.0,7.0,16.0,0.91,0.73,0.75,3.0,3.0,1.0,24.0,-8.5
43,432.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,55.0,5.0,4.5,17.0,0.15,2.0,7.0,16.0,0.94,0.74,0.79,4.0,3.0,0.0,47.5,
453,432.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,10.0,4.0,5.05,26.0,0.2,2.0,7.0,16.0,0.94,0.74,0.79,3.0,1.0,1.0,30.0,-17.5
44,433.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,30.0,4.0,4.25,13.0,0.15,2.0,7.0,16.0,0.95,0.73,0.8,3.0,3.0,0.0,25.0,
454,433.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,42.0,4.0,,,,2.0,7.0,16.0,0.94,0.74,0.74,3.0,3.0,1.0,21.0,-4.0
45,434.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,50.0,5.0,4.25,6.0,0.25,2.0,7.0,16.0,0.95,0.75,,3.0,3.0,0.0,40.0,
455,434.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,19.0,29.0,4.0,4.25,,,2.0,7.0,16.0,0.95,0.8,0.8,3.0,3.0,1.0,33.5,-6.5
456,435.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,32.0,5.0,4.25,6.0,0.15,2.0,6.5,15.5,0.94,0.74,0.79,3.0,2.0,1.0,16.0,-3.75
46,435.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.5,3.0,4.25,4.0,0.17,2.0,6.5,15.5,0.95,0.75,0.79,3.0,3.0,0.0,19.75,
47,438.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,3.0,4.25,52.0,0.07,2.0,11.0,8.0,1.01,0.84,2.43,2.0,1.0,0.0,4.5,
457,438.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,9.0,3.0,4.25,52.0,0.05,2.0,11.0,9.0,0.95,0.84,2.43,2.0,1.0,1.0,6.5,2.0
458,440.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,30.0,3.0,,,,2.0,10.5,11.5,1.0,0.8,1.8,2.0,2.0,1.0,15.0,2.5
48,440.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,25.0,3.0,4.25,19.0,0.15,2.0,10.5,11.5,0.89,0.79,2.01,2.0,2.0,0.0,12.5,
459,441.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,30.0,3.0,4.25,4.0,0.25,2.0,10.5,11.5,1.0,0.8,1.81,2.0,2.0,1.0,15.0,-20.0
49,441.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,10.0,3.0,4.25,4.0,0.25,2.0,10.5,11.5,0.89,0.77,0.84,2.0,2.0,0.0,35.0,
460,443.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,20.0,4.0,4.35,17.0,0.18,2.0,10.5,11.5,1.0,0.8,1.81,2.0,2.0,1.0,15.0,1.5
50,443.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0,4.0,4.25,4.0,0.25,2.0,10.5,11.5,0.89,0.79,1.8,2.0,2.0,0.0,13.5,
461,444.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,35.0,4.0,4.5,4.0,0.3,2.0,10.5,11.5,0.89,,0.79,2.0,2.0,1.0,27.5,5.5
51,444.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,20.0,3.0,4.25,19.0,0.37,2.0,10.5,12.5,0.89,0.8,0.84,2.0,2.0,0.0,22.0,
416,445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,15.0,18.0,5.0,4.75,26.0,0.15,2.0,6.0,18.0,1.04,0.86,0.94,3.0,3.0,1.0,24.0,-43.5
6,445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,35.0,3.0,5.0,26.0,0.1,2.0,6.0,18.0,1.04,0.88,0.94,3.0,3.0,0.0,67.5,
462,446.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,7.0,24.0,4.0,5.0,4.0,0.25,2.0,6.0,18.0,0.97,0.84,0.91,4.0,3.0,1.0,19.0,
52,446.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,3.0,4.5,4.0,0.25,2.0,6.0,18.0,1.03,0.84,0.94,,,0.0,,
463,448.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,27.0,3.0,4.5,13.0,0.25,2.0,6.0,18.0,0.96,0.83,0.87,3.0,3.0,1.0,21.5,4.5
53,448.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,18.0,4.0,4.75,4.0,0.25,2.0,6.0,18.0,0.97,0.84,0.91,3.0,3.0,0.0,17.0,
464,449.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,15.0,15.0,5.0,5.0,52.0,0.25,2.0,6.0,18.0,0.97,0.84,0.73,3.0,3.0,1.0,22.5,10.0
54,449.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,3.0,4.87,3.5,,2.0,6.0,18.0,,,,4.0,4.0,0.0,12.5,
465,450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.5,8.0,3.0,4.75,13.0,0.25,2.0,6.0,18.0,0.91,0.84,0.86,3.0,3.0,1.0,31.5,19.0
55,450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,21.0,3.0,4.75,13.0,0.15,2.0,6.5,16.5,0.97,0.82,0.84,3.0,3.0,0.0,12.5,
417,451.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,26.0,9.0,6.0,5.0,26.0,0.2,2.0,0.0,24.0,1.11,0.84,0.94,6.0,3.0,1.0,30.5,12.0
7,451.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,17.0,5.0,5.0,52.0,0.25,2.0,0.0,24.0,1.05,0.84,0.96,6.0,4.0,0.0,18.5,
466,454.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,18.0,5.0,5.0,13.0,0.25,1.0,11.0,11.0,0.94,0.73,2.64,4.0,3.0,1.0,9.0,3.5
56,454.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,4.5,4.0,0.15,2.0,11.0,10.0,0.94,0.73,2.53,4.0,3.0,0.0,5.5,
8,455.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,5.25,13.0,0.25,1.0,11.0,10.0,0.73,0.73,2.32,2.0,2.0,0.0,6.0,
418,455.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,12.0,2.0,5.0,13.0,0.25,2.0,11.0,11.0,0.94,0.84,2.32,4.0,3.0,1.0,9.0,3.0
9,458.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,10.0,2.0,5.0,19.0,0.15,1.0,11.0,10.0,0.94,0.73,2.32,4.0,4.0,0.0,7.0,
419,458.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,2.0,5.0,13.0,0.25,1.0,11.0,10.5,0.9,0.73,2.32,4.0,3.0,1.0,6.5,-0.5
57,459.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,3.0,4.25,13.0,0.37,2.0,6.0,16.0,1.05,0.9,0.94,5.0,,0.0,15.0,
467,459.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,5.0,4.35,28.0,0.15,2.0,7.0,15.0,1.01,1.01,0.89,4.0,2.0,1.0,10.0,-5.0
420,462.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,4.0,4.75,13.0,0.2,2.0,9.0,12.0,1.01,1.01,0.89,6.0,3.0,1.0,13.5,1.0
10,462.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,20.0,3.0,5.0,13.0,0.37,2.0,9.0,12.5,1.05,1.01,1.11,4.0,4.0,0.0,12.5,
468,466.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,14.0,12.0,3.0,,52.0,,1.0,10.5,11.5,0.94,,,2.0,2.0,1.0,20.0,3.25
58,466.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,17.5,4.0,4.75,17.0,0.3,3.0,10.5,11.5,0.94,0.8,0.94,2.0,2.0,0.0,16.75,
421,468.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,9.0,32.0,4.0,5.0,26.0,0.13,2.0,6.0,18.0,0.97,0.84,0.86,4.0,3.0,1.0,25.0,-30.0
11,468.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,30.0,3.0,5.0,13.0,0.17,2.0,6.0,18.0,0.95,0.94,0.95,4.0,3.0,0.0,55.0,
12,469.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,27.0,5.0,5.0,39.0,0.25,2.0,6.0,18.0,0.92,0.72,0.96,3.0,2.0,0.0,21.5,
422,469.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,39.0,4.0,4.5,41.0,0.23,2.0,6.0,18.0,0.92,0.81,0.87,3.0,3.0,1.0,26.5,5.0
423,470.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0,10.0,3.0,4.75,13.0,0.15,2.0,6.0,18.0,1.03,0.84,0.94,3.0,2.0,1.0,23.0,-2.5
13,470.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,30.0,3.0,5.5,,0.3,2.0,6.0,18.0,0.97,0.84,0.94,3.0,3.0,0.0,25.5,
59,471.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25.0,20.0,4.0,4.25,26.0,,2.0,6.0,18.0,0.97,0.84,0.91,2.0,2.0,0.0,35.0,
469,471.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,12.0,23.0,3.0,4.25,26.0,0.15,2.0,6.0,18.0,0.97,0.86,0.91,3.0,1.0,1.0,23.5,-11.5
470,472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,8.0,25.0,3.0,4.9,13.0,0.18,2.0,6.0,17.0,0.96,0.84,0.91,3.0,3.0,1.0,20.5,-18.0
